UrunID,Mağaza,Talep,AmbalajAdet,AvgUrunBasinaDesi,PaketlemeKod,PaketlemeKuralTipi,PaketlemeSirasi
2999983683660,301,1,7,0.918,3YA,Z,1
2999983683660,243,1,7,0.918,3YA,Z,1
2999983683660,307,1,7,0.918,3YA,Z,1
2999983683660,152,1,7,0.918,3YA,Z,1
2999983683660,211,1,7,0.918,3YA,Z,1
2999983930429,236,1,7,0.323,3YA,Z,1
2999983930429,191,1,7,0.323,3YA,Z,1
2999983930429,2,1,7,0.323,3YA,Z,1
2999983930429,310,1,7,0.323,3YA,Z,1
2999983930429,67,1,7,0.323,3YA,Z,1
2999983930429,14,1,7,0.323,3YA,Z,1
2999983930429,318,1,7,0.323,3YA,Z,1
2999983930429,246,1,7,0.323,3YA,Z,1
2999983930429,10,1,7,0.323,3YA,Z,1
2999983930429,177,1,7,0.323,3YA,Z,1
2999983930429,176,1,7,0.323,3YA,Z,1
2999984855240,334,1,14,0.42,5I7,Z,2
2999984855271,310,1,14,0.525,5I7,Z,2
2999984855271,331,1,14,0.525,5I7,Z,2
2999984855271,334,1,14,0.525,5I7,Z,2
2999984855271,269,1,14,0.525,5I7,Z,2
2999984855271,287,1,14,0.525,5I7,Z,2
2999984855271,265,1,14,0.525,5I7,Z,2
2999984869681,310,1,14,0.35,5I7,Z,2
2999984869681,331,1,14,0.35,5I7,Z,2
2999984869681,269,1,14,0.35,5I7,Z,2
2999984869681,287,1,14,0.35,5I7,Z,2
2999984870052,310,1,12,0.175,5I7,Z,2
2999984870052,331,1,12,0.175,5I7,Z,2
2999984870052,334,1,12,0.175,5I7,Z,2
2999984870052,269,1,12,0.175,5I7,Z,2
2999984870052,287,1,12,0.175,5I7,Z,2
2999983379495,47,1,12,0.306,5I7,Z,2
2999983379495,140,1,12,0.306,5I7,Z,2
2999983379495,314,1,12,0.306,5I7,Z,2
2999983379495,2,1,12,0.306,5I7,Z,2
2999983379495,330,1,12,0.306,5I7,Z,2
2999983379495,265,1,12,0.306,5I7,Z,2
2999983379495,269,1,12,0.306,5I7,Z,2
2999983379495,49,1,12,0.306,5I7,Z,2
2999983379495,244,1,12,0.306,5I7,Z,2
2999983379495,287,1,12,0.306,5I7,Z,2
2999983379495,66,1,12,0.306,5I7,Z,2
2999983379495,73,1,12,0.306,5I7,Z,2
2999983379495,246,1,12,0.306,5I7,Z,2
2999983379495,309,1,12,0.306,5I7,Z,2
2999983379495,260,1,12,0.306,5I7,Z,2
2999983379495,334,1,12,0.306,5I7,Z,2
2999983379495,310,1,12,0.306,5I7,Z,2
2999983379495,14,1,12,0.306,5I7,Z,2
2999983379495,163,1,12,0.306,5I7,Z,2
2999983379495,211,1,12,0.306,5I7,Z,2
2999983379495,331,1,12,0.306,5I7,Z,2
2999984869865,310,1,12,0.204,5I7,Z,2
2999984869865,331,1,12,0.204,5I7,Z,2
2999984869865,334,1,12,0.204,5I7,Z,2
2999984869865,269,1,12,0.204,5I7,Z,2
2999984869865,287,1,12,0.204,5I7,Z,2
2999984869971,19,1,14,0.262,5I7,Z,2
2999984869971,193,1,14,0.262,5I7,Z,2
2999984869971,8,1,14,0.262,5I7,Z,2
2999984869971,156,1,14,0.262,5I7,Z,2
2999984869971,18,1,14,0.262,5I7,Z,2
2999984869971,225,1,14,0.262,5I7,Z,2
2999984869971,334,1,14,0.262,5I7,Z,2
2999984869971,337,1,14,0.262,5I7,Z,2
2999984869971,298,1,14,0.262,5I7,Z,2
2999984869971,161,1,14,0.262,5I7,Z,2
2999983603132,244,1,10,0.42,6QV,Z,3
2999983602166,244,1,9,0.408,6QV,Z,3
2999983602838,244,1,9,0.408,6QV,Z,3
2999983602333,289,1,10,0.392,6QV,Z,3
2999983602333,244,1,10,0.392,6QV,Z,3
2999983608489,244,1,9,0.408,6QV,Z,3
2999983600872,244,1,7,0.84,6QV,Z,3
2999983657180,244,1,8,0.689,6QV,Z,3
2999983655568,289,1,9,0.306,6QV,Z,3
2999983655568,244,1,9,0.306,6QV,Z,3
2999983835311,244,1,6,1.224,6QV,Z,3
2999983676419,244,1,9,1.088,6QV,Z,3
2999983682113,80,3,8,0.639,BG  ,Z,4
2999983930429,302,1,7,0.323,BG  ,Z,4
2999983920567,248,1,9,0.466,BG  ,Z,4
2999983683660,302,1,7,0.918,BG  ,Z,4
2999983677881,302,1,6,0.612,BG  ,Z,4
2999983683783,302,1,5,1.462,BG  ,Z,4
2999983677836,302,1,8,0.918,BG  ,Z,4
2999983610642,302,1,6,0.98,BG  ,Z,4
2999983611335,302,1,6,0.612,BG  ,Z,4
2999983109481,302,1,9,0.816,BG  ,Z,4
2999983669398,302,1,9,0.653,BG  ,Z,4
2999983607468,302,1,9,0.653,BG  ,Z,4
2999983665642,302,1,10,0.588,BG  ,Z,4
2999983665758,302,1,10,0.49,BG  ,Z,4
2999983587838,100,1,6,1.046,BG  ,Z,4
2999983587838,238,1,6,1.046,BG  ,Z,4
2999983752342,211,1,6,1.633,BG  ,Z,4
2999983752342,100,1,6,1.633,BG  ,Z,4
2999983750591,3,1,6,1.224,BG  ,Z,4
2999983806519,340,2,6,0.816,BG  ,Z,4
2999983806519,3,1,6,0.816,BG  ,Z,4
2999983806519,209,1,6,0.816,BG  ,Z,4
2999983806519,116,2,6,0.816,BG  ,Z,4
2999983897715,239,3,6,1.224,BG  ,Z,4
2999983897715,104,3,6,1.224,BG  ,Z,4
2999983897715,67,3,6,1.224,BG  ,Z,4
2999983897715,220,3,6,1.224,BG  ,Z,4
2999983897715,230,3,6,1.224,BG  ,Z,4
2999983897715,250,3,6,1.224,BG  ,Z,4
2999983897715,318,3,6,1.224,BG  ,Z,4
2999983897715,306,3,6,1.224,BG  ,Z,4
2999983897715,332,3,6,1.224,BG  ,Z,4
2999983897715,116,3,6,1.224,BG  ,Z,4
2999983897715,284,3,6,1.224,BG  ,Z,4
2999983897715,68,3,6,1.224,BG  ,Z,4
2999983897715,66,3,6,1.224,BG  ,Z,4
2999983897715,148,3,6,1.224,BG  ,Z,4
2999983897715,344,3,6,1.224,BG  ,Z,4
2999983897715,92,3,6,1.224,BG  ,Z,4
2999983897715,143,3,6,1.224,BG  ,Z,4
2999983897715,62,3,6,1.224,BG  ,Z,4
2999983897715,81,3,6,1.224,BG  ,Z,4
2999983897715,302,3,6,1.224,BG  ,Z,4
2999983897739,239,3,6,1.224,BG  ,Z,4
2999983897739,104,3,6,1.224,BG  ,Z,4
2999983897739,67,3,6,1.224,BG  ,Z,4
2999983897739,220,3,6,1.224,BG  ,Z,4
2999983897739,230,3,6,1.224,BG  ,Z,4
2999983897739,250,3,6,1.224,BG  ,Z,4
2999983897739,148,3,6,1.224,BG  ,Z,4
2999983897739,302,3,6,1.224,BG  ,Z,4
2999983897739,332,3,6,1.224,BG  ,Z,4
2999983897739,116,3,6,1.224,BG  ,Z,4
2999983897739,284,3,6,1.224,BG  ,Z,4
2999983897739,68,3,6,1.224,BG  ,Z,4
2999983897739,66,3,6,1.224,BG  ,Z,4
2999983897739,136,3,6,1.224,BG  ,Z,4
2999983897739,344,3,6,1.224,BG  ,Z,4
2999983897739,92,3,6,1.224,BG  ,Z,4
2999983897739,143,3,6,1.224,BG  ,Z,4
2999983897739,62,3,6,1.224,BG  ,Z,4
2999983897739,81,3,6,1.224,BG  ,Z,4
2999984679532,198,2,6,0.408,BG  ,Z,4
2999984679532,47,2,6,0.408,BG  ,Z,4
2999984679532,140,2,6,0.408,BG  ,Z,4
2999984679532,236,2,6,0.408,BG  ,Z,4
2999984679532,2,2,6,0.408,BG  ,Z,4
2999984679532,189,2,6,0.408,BG  ,Z,4
2999984679532,318,2,6,0.408,BG  ,Z,4
2999984679532,265,3,6,0.408,BG  ,Z,4
2999984679532,284,2,6,0.408,BG  ,Z,4
2999984679532,171,2,6,0.408,BG  ,Z,4
2999984679532,155,2,6,0.408,BG  ,Z,4
2999984679532,66,2,6,0.408,BG  ,Z,4
2999984679532,148,2,6,0.408,BG  ,Z,4
2999984679532,9,2,6,0.408,BG  ,Z,4
2999984679532,176,2,6,0.408,BG  ,Z,4
2999984679532,192,2,6,0.408,BG  ,Z,4
2999984679532,294,2,6,0.408,BG  ,Z,4
2999984679532,287,2,6,0.408,BG  ,Z,4
2999984679532,7,2,6,0.408,BG  ,Z,4
2999984679532,334,2,6,0.408,BG  ,Z,4
2999984679532,10,2,6,0.408,BG  ,Z,4
2999984679532,92,3,6,0.408,BG  ,Z,4
2999984679532,132,2,6,0.408,BG  ,Z,4
2999984679532,56,2,6,0.408,BG  ,Z,4
2999984679532,103,2,6,0.408,BG  ,Z,4
2999984679532,46,2,6,0.408,BG  ,Z,4
2999984679532,341,2,6,0.408,BG  ,Z,4
2999984679532,194,2,6,0.408,BG  ,Z,4
2999984679532,211,2,6,0.408,BG  ,Z,4
2999984679532,67,2,6,0.408,BG  ,Z,4
2999984679532,220,2,6,0.408,BG  ,Z,4
2999984679532,257,2,6,0.408,BG  ,Z,4
2999984679532,264,2,6,0.408,BG  ,Z,4
2999984679532,187,2,6,0.408,BG  ,Z,4
2999984513737,187,2,6,0.49,BG  ,Z,4
2999984513737,92,3,6,0.49,BG  ,Z,4
2999984513737,66,2,6,0.49,BG  ,Z,4
2999983133219,47,2,6,0.49,BG  ,Z,4
2999983133219,140,2,6,0.49,BG  ,Z,4
2999983133219,2,2,6,0.49,BG  ,Z,4
2999983133219,67,2,6,0.49,BG  ,Z,4
2999983133219,220,2,6,0.49,BG  ,Z,4
2999983133219,10,2,6,0.49,BG  ,Z,4
2999983133219,318,2,6,0.49,BG  ,Z,4
2999983133219,265,3,6,0.49,BG  ,Z,4
2999983133219,287,2,6,0.49,BG  ,Z,4
2999983133219,284,2,6,0.49,BG  ,Z,4
2999983133219,155,2,6,0.49,BG  ,Z,4
2999983133219,66,2,6,0.49,BG  ,Z,4
2999983133219,148,2,6,0.49,BG  ,Z,4
2999983133219,189,2,6,0.49,BG  ,Z,4
2999983133219,132,2,6,0.49,BG  ,Z,4
2999983133219,9,2,6,0.49,BG  ,Z,4
2999983133219,176,2,6,0.49,BG  ,Z,4
2999983133219,56,2,6,0.49,BG  ,Z,4
2999983133219,192,2,6,0.49,BG  ,Z,4
2999983133219,294,2,6,0.49,BG  ,Z,4
2999983133219,257,2,6,0.49,BG  ,Z,4
2999983133219,236,2,6,0.49,BG  ,Z,4
2999983133219,211,2,6,0.49,BG  ,Z,4
2999983133219,7,2,6,0.49,BG  ,Z,4
2999983133219,334,2,6,0.49,BG  ,Z,4
2999983133219,92,3,6,0.49,BG  ,Z,4
2999983133219,264,2,6,0.49,BG  ,Z,4
2999983133219,187,2,6,0.49,BG  ,Z,4
2999983133219,103,2,6,0.49,BG  ,Z,4
2999983133219,46,2,6,0.49,BG  ,Z,4
2999983133219,341,2,6,0.49,BG  ,Z,4
2999983133219,194,2,6,0.49,BG  ,Z,4
2999984679709,47,2,6,0.49,BG  ,Z,4
2999984679709,2,2,6,0.49,BG  ,Z,4
2999984679709,187,2,6,0.49,BG  ,Z,4
2999984679709,103,2,6,0.49,BG  ,Z,4
2999984679709,46,2,6,0.49,BG  ,Z,4
2999984679709,194,2,6,0.49,BG  ,Z,4
2999984679709,148,2,6,0.49,BG  ,Z,4
2999984679709,318,2,6,0.49,BG  ,Z,4
2999984679709,9,2,6,0.49,BG  ,Z,4
2999984679709,192,2,6,0.49,BG  ,Z,4
2999984679709,294,2,6,0.49,BG  ,Z,4
2999984679709,171,2,6,0.49,BG  ,Z,4
2999984679709,155,2,6,0.49,BG  ,Z,4
2999984679709,66,2,6,0.49,BG  ,Z,4
2999984679709,211,2,6,0.49,BG  ,Z,4
2999984679709,7,2,6,0.49,BG  ,Z,4
2999984679709,93,2,6,0.49,BG  ,Z,4
2999984679709,10,2,6,0.49,BG  ,Z,4
2999984679709,92,3,6,0.49,BG  ,Z,4
2999984679709,132,2,6,0.49,BG  ,Z,4
2999984807911,150,3,12,0.17,BG  ,Z,4
2999984807911,1,3,12,0.17,BG  ,Z,4
2999984807614,121,4,12,0.153,BG  ,Z,4
2999984807614,48,3,12,0.153,BG  ,Z,4
2999984807614,168,2,12,0.153,BG  ,Z,4
2999984807614,205,2,12,0.153,BG  ,Z,4
2999984807614,280,3,12,0.153,BG  ,Z,4
2999984807614,187,4,12,0.153,BG  ,Z,4
2999984807614,13,4,12,0.153,BG  ,Z,4
2999984807614,318,4,12,0.153,BG  ,Z,4
2999984807614,223,1,12,0.153,BG  ,Z,4
2999984807614,124,4,12,0.153,BG  ,Z,4
2999984807614,246,2,12,0.153,BG  ,Z,4
2999984807614,98,2,12,0.153,BG  ,Z,4
2999984807614,269,4,12,0.153,BG  ,Z,4
2999984807614,215,4,12,0.153,BG  ,Z,4
2999984807614,294,4,12,0.153,BG  ,Z,4
2999984807614,116,2,12,0.153,BG  ,Z,4
2999984807614,163,4,12,0.153,BG  ,Z,4
2999984807614,194,4,12,0.153,BG  ,Z,4
2999984807614,250,4,12,0.153,BG  ,Z,4
2999984807614,197,4,12,0.153,BG  ,Z,4
2999984807614,73,4,12,0.153,BG  ,Z,4
2999984807614,15,4,12,0.153,BG  ,Z,4
2999983138603,127,2,12,0.102,BG  ,Z,4
2999984807560,310,2,12,0.122,BG  ,Z,4
2999984807560,111,1,12,0.122,BG  ,Z,4
2999984807560,348,3,12,0.122,BG  ,Z,4
2999984807560,246,2,12,0.122,BG  ,Z,4
2999984807560,137,1,12,0.122,BG  ,Z,4
2999984807560,66,2,12,0.122,BG  ,Z,4
2999984807560,189,3,12,0.122,BG  ,Z,4
2999984687520,103,1,7,1.399,BG  ,Z,4
2999984687520,132,1,7,1.399,BG  ,Z,4
2999984687520,9,1,7,1.399,BG  ,Z,4
2999984687520,100,1,7,1.399,BG  ,Z,4
2999983359695,10,1,6,0.98,BG  ,Z,4
2999983359695,103,2,6,0.98,BG  ,Z,4
2999983359695,196,2,6,0.98,BG  ,Z,4
2999983359695,250,1,6,0.98,BG  ,Z,4
2999983359695,111,2,6,0.98,BG  ,Z,4
2999983359695,348,2,6,0.98,BG  ,Z,4
2999983359695,211,3,6,0.98,BG  ,Z,4
2999983359695,302,1,6,0.98,BG  ,Z,4
2999983359695,100,1,6,0.98,BG  ,Z,4
2999983359695,345,2,6,0.98,BG  ,Z,4
2999983359695,233,2,6,0.98,BG  ,Z,4
2999983359695,223,2,6,0.98,BG  ,Z,4
2999984739786,276,1,6,0.98,BG  ,Z,4
2999984739786,244,1,6,0.98,BG  ,Z,4
2999984739786,100,2,6,0.98,BG  ,Z,4
2999984739786,148,1,6,0.98,BG  ,Z,4
2999984739786,233,3,6,0.98,BG  ,Z,4
2999983311723,140,1,6,1.224,BG  ,Z,4
2999983311723,276,1,6,1.224,BG  ,Z,4
2999983311723,103,1,6,1.224,BG  ,Z,4
2999983311723,196,1,6,1.224,BG  ,Z,4
2999983311723,202,1,6,1.224,BG  ,Z,4
2999983311723,201,1,6,1.224,BG  ,Z,4
2999983311723,155,1,6,1.224,BG  ,Z,4
2999983311723,49,1,6,1.224,BG  ,Z,4
2999983311723,294,1,6,1.224,BG  ,Z,4
2999983311723,100,2,6,1.224,BG  ,Z,4
2999983311723,332,1,6,1.224,BG  ,Z,4
2999983311723,287,1,6,1.224,BG  ,Z,4
2999983311723,147,2,6,1.224,BG  ,Z,4
2999983311723,333,1,6,1.224,BG  ,Z,4
2999983311723,7,1,6,1.224,BG  ,Z,4
2999983311723,274,1,6,1.224,BG  ,Z,4
2999983125566,67,1,6,0.98,BG  ,Z,4
2999983125566,257,1,6,0.98,BG  ,Z,4
2999983125566,320,1,6,0.98,BG  ,Z,4
2999983125566,287,1,6,0.98,BG  ,Z,4
2999983125566,223,1,6,0.98,BG  ,Z,4
2999983140996,48,2,6,0.35,BG  ,Z,4
2999983140996,219,1,6,0.35,BG  ,Z,4
2999983140996,73,1,6,0.35,BG  ,Z,4
2999983140996,244,1,6,0.35,BG  ,Z,4
2999983347463,36,2,6,0.98,BG  ,Z,4
2999983347463,60,2,6,0.98,BG  ,Z,4
2999983347463,73,2,6,0.98,BG  ,Z,4
2999983347463,152,2,6,0.98,BG  ,Z,4
2999983347463,287,1,6,0.98,BG  ,Z,4
2999983347463,1,2,6,0.98,BG  ,Z,4
2999983554243,255,2,6,0.98,BG  ,Z,4
2999983554243,25,2,6,0.98,BG  ,Z,4
2999983554243,36,2,6,0.98,BG  ,Z,4
2999983554243,3,2,6,0.98,BG  ,Z,4
2999983554243,13,2,6,0.98,BG  ,Z,4
2999983554243,152,2,6,0.98,BG  ,Z,4
2999983554243,73,2,6,0.98,BG  ,Z,4
2999983554243,7,1,6,0.98,BG  ,Z,4
2999983554243,119,2,6,0.98,BG  ,Z,4
2999983554243,92,1,6,0.98,BG  ,Z,4
2999983554243,177,2,6,0.98,BG  ,Z,4
2999983267877,351,1,6,0.612,BG  ,Z,4
2999983267877,47,2,6,0.612,BG  ,Z,4
2999983267877,155,1,6,0.612,BG  ,Z,4
2999983267877,265,1,6,0.612,BG  ,Z,4
2999983267877,75,1,6,0.612,BG  ,Z,4
2999983267877,124,1,6,0.612,BG  ,Z,4
2999983267877,202,1,6,0.612,BG  ,Z,4
2999983267877,212,1,6,0.612,BG  ,Z,4
